"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",75.122975,,
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",74.386978,,
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",74.881859,,
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",73.435401,,
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",69.869658,,
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",64.223639,,
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",72.474529,"E","Estimated value"
"TUR","Türkiye","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",74.216434,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,27787.742177,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,28832.825054,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,29434.050069,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,30338.243359,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,31533.646275,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,32396.652417,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,33443.433088,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,31369.359431,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,34077.507236,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,36969.06669,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,38.666733,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,39.271086,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,40.165664,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,40.705391,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,42.297512,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,43.185918,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,44.317941,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,47.442747,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,47.04712,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,49.970118,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,59296.140008,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,60564.605511,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,61257.754706,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,62738.214209,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,64955.426001,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,66341.158008,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,68118.593359,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,64730.07301,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,70480.674846,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,76539.968424,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,39968.102284,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,41281.542069,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,42500.909154,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,44057.689099,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,46061.354376,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,47107.709194,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,49940.541147,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,48006.081305,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,52841.892236,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,56765.788895,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,55.615743,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,56.226574,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,57.996682,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,59.113029,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,61.784186,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,62.796293,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,66.179269,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,72.603982,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,72.953072,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,76.728829,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,85287.756514,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,86713.678094,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,88452.328565,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,91109.452305,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,94880.7147,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,96466.139117,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,101720.4007,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,99059.630294,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,109290.04282,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,117526.68051,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2013","2013","USD","US Dollar","0","Units",,,40921.195598,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2014","2014","USD","US Dollar","0","Units",,,41907.966933,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2015","2015","USD","US Dollar","0","Units",,,42500.909154,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2016","2016","USD","US Dollar","0","Units",,,42962.382982,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2017","2017","USD","US Dollar","0","Units",,,43841.277392,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,44191.727994,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,44674.432295,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,39876.662289,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,43371.484961,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,44745.946173,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2013","2013","USD","US Dollar","0","Units",,,56.941975,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2014","2014","USD","US Dollar","0","Units",,,57.079781,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2015","2015","USD","US Dollar","0","Units",,,57.996682,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2016","2016","USD","US Dollar","0","Units",,,57.643436,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2017","2017","USD","US Dollar","0","Units",,,58.806296,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,58.909183,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,59.200826,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,60.309119,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,59.878307,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,60.481922,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2013","2013","USD","US Dollar","0","Units",,,87321.558117,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2014","2014","USD","US Dollar","0","Units",,,88029.510821,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2015","2015","USD","US Dollar","0","Units",,,88452.328565,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2016","2016","USD","US Dollar","0","Units",,,88844.405216,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2017","2017","USD","US Dollar","0","Units",,,90307.629654,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,90494.856435,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,90994.231334,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,82284.729691,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,89702.908958,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,92641.054097,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",75.078984,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",74.929116,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",74.829632,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",76.052053,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",76.766959,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",74.982306,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",76.695763,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",74.698115,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",74.434317,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",73.557737,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",83.443302,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",82.4568,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",83.491677,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",83.997473,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",85.299664,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",83.669045,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",85.564371,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",88.605803,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",83.976315,,
"GBR","United Kingdom","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",83.859215,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",73.859341,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",73.134298,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",73.008027,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",74.413099,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",75.225424,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",73.746932,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",75.491307,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",69.674999,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",71.688319,,
"GBR","United Kingdom","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",73.232456,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",89.976046,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",90.870755,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",89.625259,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",90.540882,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",89.99679,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",89.617739,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",89.635162,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",84.303863,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",88.637275,,
"GBR","United Kingdom","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",87.715748,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,53234.74057,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,55094.126739,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,56796.897362,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,57930.966178,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,60001.535826,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,62825.100215,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,65115.124065,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,64266.790842,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,70991.304374,,
"USA","United States","T_GDPPOP","GDP per head of population","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,77171.744181,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,66.650938,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,68.18913,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,69.464028,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,70.374771,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,72.431923,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,75.053196,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,77.344423,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,81.940436,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,86.873391,,
"USA","United States","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,91.497194,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,115473.21581,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,118567.73081,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,121154.25215,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,122437.38443,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,126128.52026,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,130806.98599,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,134744.52166,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,142173.85217,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,152451.67481,,
"USA","United States","T_GDPEMP","GDP per person employed","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,160484.41854,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,53234.74057,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,55094.126739,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,56796.897362,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,57930.966178,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,60001.535826,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,62825.100215,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,65115.124065,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,64266.790842,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,70991.304374,,
"USA","United States","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,77171.744181,,
"USA","United States","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,66.650938,,
"USA","United States","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,68.18913,,
